1,96,539,606,273,277,1,-1,-1,-1
1,97,374,373,249,219,1,-1,-1,-1
1,98,688,345,183,178,1,-1,-1,-1
1,103,577,259,132,113,1,-1,-1,-1
1,104,712,160,108,92,1,-1,-1,-1
2,96,532,631,271,282,1,-1,-1,-1
2,97,372,383,238,219,1,-1,-1,-1
2,98,689,352,171,180,1,-1,-1,-1
2,103,577,262,130,114,1,-1,-1,-1
2,104,711,166,109,86,1,-1,-1,-1
3,96,526,657,270,287,1,-1,-1,-1
3,97,371,393,227,220,1,-1,-1,-1
3,98,692,360,160,183,1,-1,-1,-1
3,100,755,224,128,107,1,-1,-1,-1
3,103,578,265,128,116,1,-1,-1,-1
3,104,710,172,111,79,1,-1,-1,-1
4,96,516,665,283,309,1,-1,-1,-1
4,97,353,404,235,226,1,-1,-1,-1
4,98,689,361,162,190,1,-1,-1,-1
4,100,753,225,129,107,1,-1,-1,-1
4,103,575,266,130,118,1,-1,-1,-1
4,104,708,172,111,81,1,-1,-1,-1
5,96,512,703,284,317,1,-1,-1,-1
5,97,337,413,246,224,1,-1,-1,-1
5,98,686,362,164,191,1,-1,-1,-1
5,100,751,227,130,108,1,-1,-1,-1
5,103,572,269,130,119,1,-1,-1,-1
5,104,707,173,110,83,1,-1,-1,-1
6,96,496,713,303,341,1,-1,-1,-1
6,97,326,436,245,227,1,-1,-1,-1
6,98,677,373,171,197,1,-1,-1,-1
6,100,749,228,131,110,1,-1,-1,-1
6,103,570,271,130,118,1,-1,-1,-1
6,104,707,173,107,81,1,-1,-1,-1
7,96,481,752,317,328,1,-1,-1,-1
7,97,297,445,268,232,1,-1,-1,-1
7,98,670,383,177,201,1,-1,-1,-1
7,100,747,230,132,111,1,-1,-1,-1
7,103,568,273,131,117,1,-1,-1,-1
7,104,705,175,108,79,1,-1,-1,-1
8,97,287,457,270,240,1,-1,-1,-1
8,98,663,394,183,207,1,-1,-1,-1
8,100,745,231,133,113,1,-1,-1,-1
8,102,863,137,86,79,1,-1,-1,-1
8,103,566,275,131,116,1,-1,-1,-1
8,104,704,176,109,79,1,-1,-1,-1
9,97,264,468,283,252,1,-1,-1,-1
9,98,654,403,189,212,1,-1,-1,-1
9,100,743,233,134,114,1,-1,-1,-1
9,101,633,227,125,97,1,-1,-1,-1
9,102,861,138,87,80,1,-1,-1,-1
9,103,566,278,130,116,1,-1,-1,-1
9,104,702,177,110,79,1,-1,-1,-1
10,97,241,490,298,272,1,-1,-1,-1
10,98,647,414,196,217,1,-1,-1,-1
10,99,694,319,150,142,1,-1,-1,-1
10,100,741,235,135,117,1,-1,-1,-1
10,101,633,228,123,97,1,-1,-1,-1
10,102,859,139,87,81,1,-1,-1,-1
10,103,561,288,127,113,1,-1,-1,-1
10,104,701,176,109,81,1,-1,-1,-1
11,97,223,498,315,285,1,-1,-1,-1
11,98,639,424,201,222,1,-1,-1,-1
11,99,692,322,151,143,1,-1,-1,-1
11,100,738,236,136,118,1,-1,-1,-1
11,101,631,228,125,97,1,-1,-1,-1
11,102,857,140,88,83,1,-1,-1,-1
11,103,560,293,127,113,1,-1,-1,-1
