1,1,244.27,449.07,198.33,91.93,1,-1,-1,-1
1,2,865.07,315.73,51.13,34.07,1,-1,-1,-1
2,1,225.07,455.89,200.04,85.11,1,-1,-1,-1
2,2,861.65,316.59,52.2,34.28,1,-1,-1,-1
3,1,205.87,462.72,201.74,78.28,1,-1,-1,-1
3,2,858.24,317.44,53.27,34.49,1,-1,-1,-1
4,1,186.67,469.55,203.45,71.45,1,-1,-1,-1
4,2,854.83,318.29,54.33,34.71,1,-1,-1,-1
5,1,167.47,476.37,205.16,64.63,1,-1,-1,-1
5,2,851.41,319.15,55.4,34.92,1,-1,-1,-1
6,1,148.27,483.2,206.86,57.8,1,-1,-1,-1
6,2,848.0,320.0,56.47,35.13,1,-1,-1,-1
7,1,133.76,486.83,201.53,54.17,1,-1,-1,-1
7,2,844.37,320.21,56.9,36.2,1,-1,-1,-1
8,1,119.25,490.45,196.2,50.55,1,-1,-1,-1
8,2,840.75,320.43,57.32,37.26,1,-1,-1,-1
9,1,104.75,494.08,190.86,46.92,1,-1,-1,-1
9,2,837.12,320.64,57.75,38.33,1,-1,-1,-1
10,1,90.24,497.71,185.53,43.29,1,-1,-1,-1
10,2,833.49,320.85,58.18,39.4,1,-1,-1,-1
11,1,75.733,501.33,180.197,39.67,1,-1,-1,-1
11,2,829.87,321.07,58.6,40.46,1,-1,-1,-1
12,2,826.45,322.35,59.46,40.89,1,-1,-1,-1
13,2,823.04,323.63,60.31,41.32,1,-1,-1,-1
14,2,819.63,324.91,61.16,41.74,1,-1,-1,-1
15,2,816.21,326.19,62.02,42.17,1,-1,-1,-1
16,2,812.8,327.47,62.87,42.6,1,-1,-1,-1
17,2,808.11,328.75,63.93,43.02,1,-1,-1,-1
18,2,803.41,330.03,65.0,43.45,1,-1,-1,-1
19,2,798.72,331.31,66.07,43.88,1,-1,-1,-1
20,2,794.03,332.59,67.13,44.3,1,-1,-1,-1
21,2,789.33,333.87,68.2,44.73,1,-1,-1,-1
22,2,783.79,335.15,69.9,46.01,1,-1,-1,-1
22,3,902.83,302.72,45.58,32.36,1,-1,-1,-1
23,2,778.24,336.43,71.61,47.29,1,-1,-1,-1
23,3,900.05,303.57,46.44,32.79,1,-1,-1,-1
24,2,772.69,337.71,73.32,48.57,1,-1,-1,-1
24,3,897.28,304.43,47.29,33.21,1,-1,-1,-1
25,2,767.15,338.99,75.02,49.85,1,-1,-1,-1
25,3,894.51,305.28,48.14,33.64,1,-1,-1,-1
26,2,761.6,340.27,76.73,51.13,1,-1,-1,-1
26,3,891.73,306.13,49.0,34.07,1,-1,-1,-1
27,2,755.84,341.55,77.59,52.2,1,-1,-1,-1
27,3,889.39,306.77,49.42,34.28,1,-1,-1,-1
28,2,750.08,342.83,78.44,53.26,1,-1,-1,-1
28,3,887.04,307.41,49.85,34.5,1,-1,-1,-1
29,2,744.32,344.11,79.29,54.33,1,-1,-1,-1
29,3,884.69,308.05,50.28,34.71,1,-1,-1,-1
30,2,738.56,345.39,80.15,55.4,1,-1,-1,-1
30,3,882.35,308.69,50.7,34.92,1,-1,-1,-1
31,2,732.8,346.67,81.0,56.46,1,-1,-1,-1
31,3,880.0,309.33,51.13,35.14,1,-1,-1,-1
32,2,725.33,349.23,83.14,56.25,1,-1,-1,-1
32,3,876.59,310.19,51.77,35.77,1,-1,-1,-1
33,2,717.87,351.79,85.26,56.04,1,-1,-1,-1
33,3,873.17,311.04,52.42,36.41,1,-1,-1,-1
34,2,710.4,354.35,87.4,55.82,1,-1,-1,-1
34,3,869.76,311.89,53.05,37.06,1,-1,-1,-1
35,2,702.93,356.91,89.54,55.61,1,-1,-1,-1
35,3,866.35,312.75,53.69,37.69,1,-1,-1,-1
36,2,695.47,359.47,91.66,55.4,1,-1,-1,-1
36,3,862.93,313.6,54.34,38.33,1,-1,-1,-1
37,2,687.15,361.6,93.8,55.83,1,-1,-1,-1
37,3,860.37,314.24,54.12,38.55,1,-1,-1,-1
38,2,678.83,363.73,95.93,56.26,1,-1,-1,-1
38,3,857.81,314.88,53.91,38.76,1,-1,-1,-1
39,2,670.51,365.87,98.06,56.68,1,-1,-1,-1
39,3,855.25,315.52,53.7,38.97,1,-1,-1,-1
40,2,662.19,368.0,100.2,57.11,1,-1,-1,-1
40,3,852.69,316.16,53.48,39.19,1,-1,-1,-1
41,2,653.87,370.13,102.33,57.54,1,-1,-1,-1
41,3,850.13,316.8,53.27,39.4,1,-1,-1,-1
42,2,643.84,372.91,104.47,58.17,1,-1,-1,-1
42,3,846.51,318.29,53.9,39.19,1,-1,-1,-1
43,2,633.81,375.68,106.6,58.81,1,-1,-1,-1
43,3,842.88,319.79,54.55,38.97,1,-1,-1,-1
44,2,623.79,378.45,108.73,59.46,1,-1,-1,-1
44,3,839.25,321.28,55.19,38.76,1,-1,-1,-1
